Type_Of_Traveller,Seat_Type,Route,Date_Flown,Seat_Comfort,Staff_Service,F&B,Inflight_Entertainment,Ground_Service,Value_For_Money,Recommended,Airlines,Start_point,End_point
Couple Leisure,Economy Class,Luton to Gibraltar,December 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Gibraltar
Couple Leisure,Economy Class,Larnaca to Dortmund,December 2020,1.0,1.0,1.0,1.0,1.0,3.0,Yes,wizz-air,Larnaca,Dortmund
Family Leisure,Economy Class,London to Athens,October 2020,1.0,1.0,1.0,1.0,1.0,2.0,No,wizz-air,London,Athens
Couple Leisure,Economy Class,Gatwick to Athens,December 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Gatwick,Athens
Solo Leisure,Economy Class,Luton to Gdansk,December 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Gdansk
Solo Leisure,Economy Class,Bucharest to Tel Aviv,March 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Bucharest,Tel Aviv
Business,Economy Class,Cyprus to Ukraine,August 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Cyprus,Ukraine
Solo Leisure,Economy Class,Luton to Sofia,November 2020,2.0,2.0,1.0,1.0,3.0,1.0,No,wizz-air,Luton,Sofia
Solo Leisure,Economy Class,London to Constanța,August 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,London,Constanța
Solo Leisure,Economy Class,Gdansk to Trondheim,November 2019,2.0,3.0,1.0,1.0,1.0,1.0,No,wizz-air,Gdansk,Trondheim
Family Leisure,Economy Class,London to Skopje ,April 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,London,Skopje 
Couple Leisure,Economy Class,Vienna to Milan Malpensa,October 2020,1.0,3.0,2.0,1.0,1.0,2.0,No,wizz-air,Vienna,Milan Malpensa
Solo Leisure,Economy Class,Vienna to Eindhoven,March 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Vienna,Eindhoven
Couple Leisure,Economy Class,Verona to Suceava,September 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Verona,Suceava
Family Leisure,Economy Class,Barcelona to Katowice,August 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Barcelona,Katowice
Solo Leisure,Economy Class,London to Prague,December 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,London,Prague
Family Leisure,Economy Class,Krakow to Gatwick,September 2020,1.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Krakow,Gatwick
Solo Leisure,Economy Class,Luton to Larnaca,September 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Larnaca
Solo Leisure,Economy Class,Budapest to Lisbon,August 2020,3.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,Lisbon
Solo Leisure,Economy Class,Lisbon to Kyiv,August 2020,4.0,4.0,1.0,1.0,3.0,5.0,No,wizz-air,Lisbon,Kyiv
Family Leisure,Economy Class,Heraklion to Luton,August 2020,3.0,2.0,1.0,1.0,2.0,1.0,No,wizz-air,Heraklion,Luton
Solo Leisure,Economy Class,Milan Malpensa to Athens,August 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Milan Malpensa,Athens
Couple Leisure,Economy Class,Luton to Athens,August 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Athens
Solo Leisure,Economy Class,Luton to Milan Malpensa,August 2020,3.0,4.0,2.0,1.0,3.0,3.0,Yes,wizz-air,Luton,Milan Malpensa
Solo Leisure,Economy Class,Valencia to Vienna,July 2020,5.0,4.0,1.0,1.0,4.0,5.0,Yes,wizz-air,Valencia,Vienna
Family Leisure,Premium Economy,Vienna to Reykjavik via Budapest,April 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Vienna,Reykjavik
Couple Leisure,Economy Class,Wien to Bremen,July 2020,2.0,4.0,2.0,1.0,5.0,4.0,Yes,wizz-air,Wien,Bremen
Couple Leisure,Economy Class,Vilnius to London,January 2020,2.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Vilnius,London
Solo Leisure,Economy Class,Luton to Thessaloniki,July 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Thessaloniki
Solo Leisure,Economy Class,Lisbon to Belgrade,July 2020,1.0,1.0,1.0,1.0,1.0,5.0,No,wizz-air,Lisbon,Belgrade
Couple Leisure,Economy Class,London to Split,July 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,London,Split
Couple Leisure,Economy Class,Luton to Bourgas via Varna,February 2020,2.0,3.0,2.0,1.0,4.0,3.0,No,wizz-air,Luton,Bourgas
Solo Leisure,Economy Class,Luton to Budapest,June 2020,5.0,5.0,1.0,1.0,5.0,5.0,Yes,wizz-air,Luton,Budapest
Family Leisure,Economy Class,London to Larnaca,June 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,London,Larnaca
Solo Leisure,Economy Class,Luton to Cluj Napoca,June 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Cluj Napoca
Solo Leisure,Economy Class,Sofia to Catania,June 2020,3.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Sofia,Catania
Family Leisure,Economy Class,Birmingham to Tel-Aviv via Bucharest,April 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Birmingham,Tel-Aviv
Family Leisure,Economy Class,London to Sofia,June 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,London,Sofia
Solo Leisure,Economy Class,London to Chisinau,July 2019,1.0,1.0,1.0,1.0,1.0,4.0,No,wizz-air,London,Chisinau
Solo Leisure,Economy Class,Luton to Budapest,March 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Budapest
Business,Economy Class,Lisbon to Bucuresti,May 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Lisbon,Bucuresti
Solo Leisure,Economy Class,London to Athens via Budapest,May 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,London,Athens
Solo Leisure,Economy Class,Luton to Budapest,April 2020,1.0,1.0,1.0,1.0,1.0,3.0,No,wizz-air,Luton,Budapest
Couple Leisure,Economy Class,London to Cluj Napoca,December 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,London,Cluj Napoca
Couple Leisure,Economy Class,Bucharest to Luton,May 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Bucharest,Luton
Couple Leisure,Economy Class,Sofia to London,April 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Sofia,London
Couple Leisure,Economy Class,Budapest to Tel Aviv,December 2019,3.0,1.0,1.0,1.0,1.0,3.0,No,wizz-air,Budapest,Tel Aviv
Solo Leisure,Economy Class,Eindhoven to Budapest,April 2020,5.0,5.0,1.0,1.0,5.0,4.0,Yes,wizz-air,Eindhoven,Budapest
Solo Leisure,Economy Class,Birmingham to Bucharest,March 2020,1.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Birmingham,Bucharest
Family Leisure,Economy Class,Birmingham to Krakow,March 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Birmingham,Krakow
Solo Leisure,Economy Class,Luton to Poznan,March 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Poznan
Couple Leisure,Economy Class,Eindhoven to Bucharest,March 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Eindhoven,Bucharest
Couple Leisure,Economy Class,Budapest to Athens,March 2020,2.0,2.0,1.0,1.0,1.0,2.0,No,wizz-air,Budapest,Athens
Business,Economy Class,Luton to St. Petersburg,March 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,St. Petersburg
Family Leisure,Economy Class,Eindhoven to Katowice,March 2020,1.0,1.0,1.0,1.0,1.0,2.0,No,wizz-air,Eindhoven,Katowice
Couple Leisure,Economy Class,Brussels to Sofia,March 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Brussels,Sofia
Solo Leisure,Economy Class,Berlin to Budapest,December 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Berlin,Budapest
Solo Leisure,Economy Class,Bratislava to Skopje,February 2020,2.0,5.0,1.0,1.0,2.0,4.0,Yes,wizz-air,Bratislava,Skopje
Solo Leisure,Economy Class,Vienna to Athens,March 2020,2.0,3.0,1.0,1.0,1.0,2.0,No,wizz-air,Vienna,Athens
Family Leisure,Economy Class,Bucharest to Catania,March 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Bucharest,Catania
Business,Economy Class,Vienna to Cologne,March 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Vienna,Cologne
Family Leisure,Economy Class,Luton to Larnaca,February 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Larnaca
Family Leisure,Economy Class,Budapest to Gatwick,October 2019,3.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,Gatwick
Family Leisure,Economy Class,Sofia to Luton,February 2020,1.0,4.0,1.0,1.0,2.0,2.0,No,wizz-air,Sofia,Luton
Family Leisure,Economy Class,Oslo to London,February 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Oslo,London
Solo Leisure,Economy Class,Luton to Kosice,February 2020,3.0,1.0,1.0,1.0,2.0,3.0,No,wizz-air,Luton,Kosice
Solo Leisure,Economy Class,Budapest to Luton,February 2020,2.0,3.0,1.0,1.0,1.0,2.0,No,wizz-air,Budapest,Luton
Family Leisure,Economy Class,Lisbon to Vienna,February 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Lisbon,Vienna
Family Leisure,Economy Class,Warsaw to Edinburgh,February 2020,4.0,5.0,1.0,1.0,5.0,5.0,Yes,wizz-air,Warsaw,Edinburgh
Couple Leisure,Economy Class,Frankfurt-Hahn to Sibiu,February 2020,1.0,2.0,1.0,1.0,3.0,2.0,No,wizz-air,Frankfurt-Hahn,Sibiu
Solo Leisure,Economy Class,Cluj-Napoca to Berlin,February 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Cluj-Napoca,Berlin
Couple Leisure,Economy Class,Belgrade to Malta,February 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Belgrade,Malta
Solo Leisure,Economy Class,London Luton to Tirana,January 2020,2.0,2.0,1.0,1.0,1.0,2.0,No,wizz-air,London Luton,Tirana
Couple Leisure,Economy Class,Luton to Kraków ,December 2019,3.0,3.0,1.0,1.0,1.0,3.0,No,wizz-air,Luton,Kraków 
Family Leisure,Economy Class,Doncaster to Cluj,December 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Doncaster,Cluj
Solo Leisure,Economy Class,Gatwick to Budapest,December 2019,1.0,1.0,2.0,2.0,1.0,1.0,No,wizz-air,Gatwick,Budapest
Solo Leisure,Premium Economy,Budapest to Oslo,February 2020,5.0,1.0,1.0,1.0,5.0,5.0,Yes,wizz-air,Budapest,Oslo
Couple Leisure,Economy Class,Barcelona to Cluj-Napoca,January 2020,3.0,1.0,1.0,1.0,1.0,2.0,No,wizz-air,Barcelona,Cluj-Napoca
Family Leisure,Economy Class,Vienna to Malaga,January 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Vienna,Malaga
Solo Leisure,Economy Class,Budapest to Berlin,January 2020,5.0,5.0,1.0,1.0,5.0,5.0,Yes,wizz-air,Budapest,Berlin
Solo Leisure,Economy Class,Frankfurt to Budapest,January 2020,5.0,5.0,4.0,1.0,5.0,5.0,Yes,wizz-air,Frankfurt,Budapest
Family Leisure,Economy Class,Frankfurt to Budapest,July 2019,3.0,3.0,1.0,1.0,2.0,2.0,No,wizz-air,Frankfurt,Budapest
Solo Leisure,Economy Class,Luton to Debrecen ,January 2020,1.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Debrecen 
Couple Leisure,Economy Class,Krakow to Luton,January 2020,2.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Krakow,Luton
Couple Leisure,Economy Class,Vienna to Oslo,January 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Vienna,Oslo
Solo Leisure,Economy Class,Dubai to Sofia,January 2020,1.0,1.0,1.0,1.0,1.0,3.0,No,wizz-air,Dubai,Sofia
Family Leisure,Economy Class,Luton to Tirana,January 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Tirana
Business,Economy Class,Budapest to Gatwick,January 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,Gatwick
Solo Leisure,Economy Class,Luton to Prague,November 2019,4.0,5.0,1.0,1.0,4.0,5.0,Yes,wizz-air,Luton,Prague
Couple Leisure,Economy Class,Budapest to Liverpool,January 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,Liverpool
Solo Leisure,Economy Class,Lisbon to Istanbul,January 2020,1.0,1.0,1.0,1.0,1.0,2.0,No,wizz-air,Lisbon,Istanbul
Solo Leisure,Economy Class,Luton to Athens,January 2020,4.0,4.0,1.0,1.0,4.0,4.0,Yes,wizz-air,Luton,Athens
Couple Leisure,Economy Class,Sofia to Tel Aviv,January 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Sofia,Tel Aviv
Couple Leisure,Economy Class,Milan to Nur-Sultan via Budapest,January 2020,1.0,1.0,1.0,1.0,1.0,2.0,No,wizz-air,Milan,Nur-Sultan
Couple Leisure,Economy Class,Krakow to Luton,January 2020,1.0,5.0,1.0,1.0,1.0,3.0,No,wizz-air,Krakow,Luton
Solo Leisure,Economy Class,Budapest to Gatwick,January 2020,2.0,2.0,2.0,1.0,1.0,1.0,No,wizz-air,Budapest,Gatwick
Couple Leisure,Economy Class,Luton to Krakow,January 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Krakow
Solo Leisure,Economy Class,Budapest to Hannover,January 2020,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,Hannover
Solo Leisure,Economy Class,Budapest to Brussels Charleroi,January 2020,3.0,5.0,5.0,1.0,4.0,5.0,Yes,wizz-air,Budapest,Brussels Charleroi
Couple Leisure,Economy Class,Sofia to Luton,January 2020,3.0,3.0,1.0,1.0,1.0,1.0,No,wizz-air,Sofia,Luton
Family Leisure,Premium Economy,Budapest to Liverpool,December 2019,2.0,2.0,2.0,1.0,1.0,1.0,No,wizz-air,Budapest,Liverpool
Couple Leisure,Economy Class,Budapest to Târgu Mureș,January 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,Târgu Mureș
Family Leisure,Economy Class,Luton to Olsztyn Mazury,October 2019,3.0,5.0,1.0,1.0,3.0,4.0,Yes,wizz-air,Luton,Olsztyn Mazury
Couple Leisure,Economy Class,Bergen to Luton,November 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Bergen,Luton
Solo Leisure,Economy Class,Luton to Moscow-Vnukovo,December 2019,5.0,5.0,3.0,1.0,3.0,5.0,Yes,wizz-air,Luton,Moscow-Vnukovo
Business,Economy Class,Catania to Budapest,December 2019,5.0,5.0,4.0,1.0,4.0,5.0,Yes,wizz-air,Catania,Budapest
Solo Leisure,Economy Class,Luton to Warsaw,December 2019,2.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Warsaw
Couple Leisure,Economy Class,Sofia to Catania,July 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Sofia,Catania
Family Leisure,Economy Class,Oslo to Budapest,December 2019,1.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Oslo,Budapest
Couple Leisure,Economy Class,Luton to Lisbon,December 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Lisbon
Couple Leisure,Economy Class,Luton to Cluj-Napoca,December 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Cluj-Napoca
Solo Leisure,Economy Class,Copenhagen to Kutaisi,December 2019,5.0,4.0,3.0,1.0,1.0,4.0,Yes,wizz-air,Copenhagen,Kutaisi
Family Leisure,Economy Class,Luton to Tel Aviv,October 2019,3.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Tel Aviv
Family Leisure,Economy Class,Vienna to Tel Aviv,December 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Vienna,Tel Aviv
Couple Leisure,Economy Class,Budapest to Luton,December 2019,1.0,4.0,1.0,1.0,2.0,1.0,No,wizz-air,Budapest,Luton
Couple Leisure,Economy Class,Kraków to Luton,December 2019,1.0,3.0,1.0,1.0,1.0,1.0,No,wizz-air,Kraków,Luton
Business,Economy Class,Stavanger to Luton,December 2019,1.0,1.0,1.0,1.0,2.0,1.0,No,wizz-air,Stavanger,Luton
Family Leisure,Economy Class,Athens to Budapest,December 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Athens,Budapest
Couple Leisure,Economy Class,Budapest to Luton,December 2019,3.0,1.0,3.0,1.0,5.0,4.0,No,wizz-air,Budapest,Luton
Family Leisure,Economy Class,Luton to Poprad,December 2019,2.0,2.0,2.0,1.0,1.0,1.0,No,wizz-air,Luton,Poprad
Solo Leisure,Economy Class,Budapest to Doncaster,December 2019,5.0,5.0,5.0,1.0,5.0,5.0,Yes,wizz-air,Budapest,Doncaster
Solo Leisure,Economy Class,Doncaster to Budapest,December 2019,5.0,5.0,4.0,1.0,5.0,5.0,Yes,wizz-air,Doncaster,Budapest
Family Leisure,Economy Class,Frankfurt Hahn to Lviv,November 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Frankfurt Hahn,Lviv
Solo Leisure,Economy Class,Gatwick to Budapest,December 2019,2.0,4.0,1.0,1.0,4.0,5.0,Yes,wizz-air,Gatwick,Budapest
Solo Leisure,Economy Class,Gatwick to Bucharest,November 2019,1.0,3.0,1.0,1.0,1.0,1.0,No,wizz-air,Gatwick,Bucharest
Solo Leisure,Economy Class,Iasi to Tel Aviv,December 2019,4.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Iasi,Tel Aviv
Solo Leisure,Economy Class,Budapest to Doncaster Sheffield,November 2019,2.0,2.0,1.0,1.0,1.0,2.0,No,wizz-air,Budapest,Doncaster Sheffield
Family Leisure,Economy Class,Kyiv to Luton,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Kyiv,Luton
Couple Leisure,Economy Class,Barcelona to Thessaloniki via Budapest,November 2019,2.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Barcelona,Thessaloniki
Couple Leisure,Economy Class,Luton to Budapest,November 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Budapest
Couple Leisure,Economy Class,Gatwick to Budapest,November 2019,2.0,2.0,1.0,1.0,1.0,3.0,Yes,wizz-air,Gatwick,Budapest
Couple Leisure,Economy Class,Palanga to Luton,November 2019,3.0,4.0,1.0,1.0,1.0,1.0,Yes,wizz-air,Palanga,Luton
Solo Leisure,Economy Class,Luton to Iasi,November 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Iasi
Family Leisure,Economy Class,London Luton to Warsaw ,October 2019,2.0,3.0,1.0,1.0,1.0,1.0,No,wizz-air,London Luton,Warsaw 
Solo Leisure,Economy Class,Brussels to Budapest,September 2019,1.0,3.0,1.0,1.0,1.0,1.0,No,wizz-air,Brussels,Budapest
Family Leisure,Economy Class,St Petersburg to Luton,November 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,St Petersburg,Luton
Couple Leisure,Economy Class,Budapest to Rome,November 2019,2.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,Rome
Couple Leisure,Economy Class,Berlin to Budapest,November 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Berlin,Budapest
Couple Leisure,Economy Class,Budapest to Gatwick ,November 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,Gatwick 
Solo Leisure,Economy Class,Belgrade to Paris,November 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Belgrade,Paris
Business,Economy Class,Tel Aviv to Luton,November 2019,1.0,1.0,1.0,1.0,3.0,3.0,No,wizz-air,Tel Aviv,Luton
Family Leisure,Economy Class,Turku to Skopje,October 2019,3.0,4.0,1.0,1.0,3.0,4.0,Yes,wizz-air,Turku,Skopje
Couple Leisure,Economy Class,Luton to Prishtina,October 2019,4.0,4.0,3.0,1.0,5.0,5.0,Yes,wizz-air,Luton,Prishtina
Family Leisure,Economy Class,Oslo to Luton,October 2019,2.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Oslo,Luton
Family Leisure,Economy Class,Lisbon to Luton,October 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Lisbon,Luton
Business,Economy Class,Sofia to Eindhoven,October 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Sofia,Eindhoven
Solo Leisure,Economy Class,Vienna to Malta,October 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Vienna,Malta
Business,Economy Class,Poznan to Luton,October 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Poznan,Luton
Solo Leisure,Economy Class,Luton to Gdansk,October 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Gdansk
Family Leisure,Economy Class,Porto to Luton,August 2019,2.0,3.0,3.0,1.0,1.0,2.0,No,wizz-air,Porto,Luton
Solo Leisure,Economy Class,Liverpool to Bucharest,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Liverpool,Bucharest
Family Leisure,Economy Class,Luton to Budapest,October 2019,2.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Budapest
Family Leisure,Economy Class,Tirana to London,October 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Tirana,London
Couple Leisure,Economy Class,Luton to Oslo,October 2019,3.0,5.0,3.0,1.0,3.0,4.0,Yes,wizz-air,Luton,Oslo
Couple Leisure,Economy Class,Luton to Krakow,October 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Krakow
Solo Leisure,Economy Class,Otopeni to Bergamo,August 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Otopeni,Bergamo
Couple Leisure,Economy Class,Budapest to London,October 2019,2.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,London
Couple Leisure,Economy Class,Reykjavík to Luton,October 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Reykjavík,Luton
Solo Leisure,Economy Class,Cluj Napoca to Luton,October 2019,1.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Cluj Napoca,Luton
Business,Economy Class,Chisinau to Luton,October 2019,1.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Chisinau,Luton
Couple Leisure,Economy Class,Lasi to Luton,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Lasi,Luton
Couple Leisure,Economy Class,Budapest to London Luton,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,London Luton
Solo Leisure,Economy Class,Larnaca to Luton,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Larnaca,Luton
Business,Economy Class,Milan to Bucharest,September 2019,2.0,5.0,2.0,1.0,3.0,5.0,Yes,wizz-air,Milan,Bucharest
Family Leisure,Economy Class,Cluj Napoca to Gatwick,August 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Cluj Napoca,Gatwick
Solo Leisure,Economy Class,Oslo to London Luton,September 2019,1.0,3.0,1.0,1.0,1.0,1.0,No,wizz-air,Oslo,London Luton
Couple Leisure,Economy Class,Luton to Athens,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Athens
Couple Leisure,Economy Class,Birmingham to Budapest,September 2019,2.0,3.0,1.0,1.0,3.0,3.0,No,wizz-air,Birmingham,Budapest
Business,Economy Class,Larnaca to Luton,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Larnaca,Luton
Solo Leisure,Economy Class,Eindhoven to Warsaw ,September 2019,3.0,4.0,1.0,1.0,4.0,4.0,Yes,wizz-air,Eindhoven,Warsaw 
Solo Leisure,Economy Class,Milan to Vienna,September 2019,1.0,3.0,1.0,1.0,1.0,2.0,No,wizz-air,Milan,Vienna
Solo Leisure,Economy Class,Riga to London Luton,September 2019,3.0,2.0,2.0,1.0,1.0,2.0,No,wizz-air,Riga,London Luton
Family Leisure,Economy Class,Reykjavik to Luton,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Reykjavik,Luton
Couple Leisure,Economy Class,Keflavik to Luton,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Keflavik,Luton
Family Leisure,Economy Class,Katowice to Santander,September 2019,2.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Katowice,Santander
Couple Leisure,Economy Class,Tallinn to Luton,September 2019,2.0,4.0,1.0,1.0,1.0,1.0,No,wizz-air,Tallinn,Luton
Solo Leisure,Economy Class,Budapest to Basel,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,Basel
Couple Leisure,Economy Class,Luton to Skopje ,September 2019,4.0,5.0,1.0,1.0,5.0,5.0,Yes,wizz-air,Luton,Skopje 
Solo Leisure,Economy Class,Luton to Athens,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Athens
Solo Leisure,Economy Class,Eindhoven to Vienna,May 2019,1.0,2.0,1.0,1.0,1.0,5.0,Yes,wizz-air,Eindhoven,Vienna
Family Leisure,Economy Class,Luton to Larnaca,August 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Larnaca
Couple Leisure,Economy Class,Gatwick to Gdansk,July 2019,3.0,2.0,1.0,1.0,1.0,2.0,No,wizz-air,Gatwick,Gdansk
Solo Leisure,Economy Class,Bucharest to Luton,August 2019,4.0,5.0,4.0,1.0,2.0,4.0,Yes,wizz-air,Bucharest,Luton
Couple Leisure,Economy Class,Skopje to Turku,August 2019,2.0,4.0,1.0,1.0,1.0,1.0,No,wizz-air,Skopje,Turku
Couple Leisure,Economy Class,Basel to Bucharest,August 2019,1.0,1.0,1.0,1.0,1.0,2.0,No,wizz-air,Basel,Bucharest
Family Leisure,Economy Class,Budapest to Athens,August 2019,3.0,2.0,1.0,1.0,1.0,1.0,No,wizz-air,Budapest,Athens
Solo Leisure,Economy Class,Luton to Cluj,August 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Cluj
Solo Leisure,Economy Class,Tel Aviv to Luton,August 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Tel Aviv,Luton
Solo Leisure,Economy Class,Luton to Kutaisi ,August 2019,1.0,3.0,1.0,1.0,2.0,2.0,No,wizz-air,Luton,Kutaisi 
Couple Leisure,Economy Class,Tel Aviv to Budapest,August 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Tel Aviv,Budapest
Couple Leisure,Economy Class,Luton to Kutaisi,August 2019,1.0,1.0,1.0,1.0,1.0,1.0,No,wizz-air,Luton,Kutaisi
Family Leisure,Economy Class,Larnaca to Luton,August 2019,3.0,5.0,3.0,1.0,3.0,4.0,Yes,wizz-air,Larnaca,Luton
Family Leisure,Economy Class,Luton to Ohrid,August 2019,1.0,2.0,2.0,1.0,1.0,1.0,No,wizz-air,Luton,Ohrid
